DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221505663,02/08/2022 0:00,02/08/2022 0:00,1605,15,N Hollywood,1526,2,354,THEFT OF IDENTITY,0377,33,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,354,,,,6000    HAZELHURST                   PL,,34.1794,-118.3856
211912613,08/29/2021 0:00,08/29/2021 0:00,2330,19,Mission,1964,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0448,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,9200    TOBIAS                       AV,,34.2376,-118.4517
241208301,03/14/2024 0:00,03/14/2024 0:00,40,12,77th Street,1269,2,890,FAILURE TO YIELD,1300 1822,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,78TH                         ST,WADSWORTH                    AV,33.9638,-118.2629
220609203,04/15/2022 0:00,04/15/2022 0:00,1820,6,Hollywood,678,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,28,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,5400    SANTA MONICA                 BL,,34.0908,-118.3069
222008848,04/20/2022 0:00,04/20/2022 0:00,1700,20,Olympic,2071,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0385 0344 0432,33,F,H,102,SIDEWALK,,,IC,Invest Cont,420,,,,WILTON,15TH                         ST,34.0453,-118.3145
220615135,08/26/2022 0:00,08/25/2022 0:00,1520,6,Hollywood,657,2,624,BATTERY - SIMPLE ASSAULT,0603 0400 1501 0381,36,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5400 W  LEMON GROVE                  AV,,34.0888,-118.3124
220218291,10/10/2022 0:00,10/08/2022 0:00,1300,2,Rampart,248,2,946,OTHER MISCELLANEOUS CRIME,0913 1824 2305 1258,13,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,300    WITMER                       ST,,34.0591,-118.2635
222007561,03/14/2022 0:00,02/01/2022 0:00,500,20,Olympic,2063,2,354,THEFT OF IDENTITY,1822 0922 0100,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 S  HARVARD                      BL,,34.049,-118.3066
231807097,03/02/2023 0:00,03/02/2023 0:00,600,18,Southeast,1832,2,354,THEFT OF IDENTITY,1822 0922 0935,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500 S  SAN PEDRO                    ST,,33.9401,-118.2761
201219239,08/24/2020 0:00,08/24/2020 0:00,1622,12,77th Street,1266,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1309,34,F,H,222,LAUNDROMAT,,,AO,Adult Other,951,,,,7900 S  VERMONT                      AV,,33.9667,-118.2915
221108223,04/23/2022 0:00,04/22/2022 0:00,2115,11,Northeast,1147,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 0417 1309 1822,44,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,624,,,,ARVIA                        ST,SAN FERNANDO                 RD,34.0962,-118.2293
221419869,12/03/2022 0:00,12/02/2022 0:00,1800,14,Pacific,1449,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,52,M,W,101,STREET,,,IC,Invest Cont,331,,,,3900    BLEDSOE                      AV,,34.0086,-118.4201
231417088,09/11/2023 0:00,09/11/2023 0:00,2100,14,Pacific,1457,2,624,BATTERY - SIMPLE ASSAULT,0342 0400,42,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,12200    VERDI                        ST,,33.9916,-118.4162
230312157,06/12/2023 0:00,06/12/2023 0:00,1900,3,Southwest,331,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0446 1802 2024,21,F,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3000 S  LA BREA                      AV,,34.0272,-118.3537
240804312,01/10/2024 0:00,01/05/2024 0:00,1020,8,West LA,884,1,310,BURGLARY,1605 1822 1402 0344 0346 0358,52,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,998,,,11200 W  PICO                         BL,,34.0362,-118.4367
210816779,11/19/2021 0:00,11/19/2021 0:00,750,8,West LA,857,2,901,VIOLATION OF RESTRAINING ORDER,2038 1821,35,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901,,,,1500    REXFORD                      DR,,34.0524,-118.3943
230318439,10/18/2023 0:00,10/04/2023 0:00,1329,3,Southwest,358,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325 0104 0352 1236,59,F,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,343,,,,800    CHILDS                       WY,,34.0203,-118.2852
201420703,11/22/2020 0:00,11/22/2020 0:00,1730,14,Pacific,1431,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,33,M,H,736,SKATEBOARD FACILITY/SKATEBOARD PARK*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,OCEAN FRONT                  WK,17TH,33.9863,-118.4732
200714524,10/03/2020 0:00,10/03/2020 0:00,1620,7,Wilshire,769,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,59,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500    2ND                          AV,,34.0436,-118.3189
231116748,12/11/2023 0:00,12/11/2023 0:00,1330,11,Northeast,1144,2,624,BATTERY - SIMPLE ASSAULT,0400,77,M,H,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3000    ROWENA                       AV,,34.1087,-118.2695
212006219,02/19/2021 0:00,02/19/2021 0:00,153,20,Olympic,2046,2,888,TRESPASSING,1822,49,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,900 S  NEW HAMPSHIRE                AV,,34.0545,-118.2929
210916087,11/03/2021 0:00,08/30/2021 0:00,1200,9,Van Nuys,935,2,354,THEFT OF IDENTITY,1501,35,F,H,710,OTHER PREMISE,,,AO,Adult Other,354,,,,14200    SYLVAN                       ST,,34.1847,-118.4422
200805209,01/20/2020 0:00,01/16/2020 0:00,2000,8,West LA,899,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,31,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,331,,,,2600 S  GARTH                        AV,,34.0366,-118.3807
221707469,04/05/2022 0:00,02/04/2022 0:00,1700,17,Devonshire,1794,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,52,M,H,209,EQUIPMENT RENTAL,,,IC,Invest Cont,331,,,,18300    NAPA                         ST,,34.2265,-118.5317
201419068,10/21/2020 0:00,09/09/2020 0:00,1540,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,9000    BELLANCA                     AV,,33.9574,-118.3805
211411774,05/05/2021 0:00,05/01/2021 0:00,1230,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,41,F,B,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341,,,,500    WORLD                        WY,,33.9427,-118.4052
241312965,09/12/2024 0:00,08/19/2024 0:00,2320,13,Newton,1385,1,210,ROBBERY,0916 0342 1309 0432 0344 1310 0416 0417,27,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,61ST,CENTRAL,33.9845,-118.2565
211612462,10/14/2021 0:00,10/14/2021 0:00,1000,16,Foothill,1637,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0421 0913,60,M,W,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,7600    KYLE                         ST,,34.2646,-118.2979
220220771,11/26/2022 0:00,11/26/2022 0:00,150,2,Rampart,201,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0309 0430 1402 1822,22,M,B,101,STREET,107,OTHER FIREARM,IC,Invest Cont,230,998,,,N  VIRGIL                       AV,WILLOW BROOK,34.0873,-118.296
231810208,05/10/2023 0:00,05/10/2023 0:00,1515,18,Southeast,1801,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8600    ORCHARD                      AV,,33.96,-118.2882
201108605,04/22/2020 0:00,04/21/2020 0:00,1500,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,1307 0344,34,M,A,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1300 N  VERMONT                      AV,,34.0956,-118.2918
231215293,07/08/2023 0:00,07/05/2023 0:00,1800,12,77th Street,1208,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  48TH                         ST,,33.9997,-118.2844
241413155,09/14/2024 0:00,09/13/2024 0:00,2300,14,Pacific,1407,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400    JASMINE                      AV,,34.0291,-118.4076
231905594,02/07/2023 0:00,02/07/2023 0:00,1345,19,Mission,1916,1,350,"THEFT, PERSON",2000 0913 1814,18,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,626,,,13000    BORDEN                       AV,,34.3061,-118.4414
201215043,06/20/2020 0:00,06/20/2020 0:00,1,12,77th Street,1219,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FIGUEROA,53RD,33.9942,-118.2827
240712398,11/02/2024 0:00,11/01/2024 0:00,2000,7,Wilshire,721,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,0,X,X,101,STREET,,,IC,Invest Cont,331,,,,300 S  LA PEER                      DR,,34.0736,-118.3868
201310090,04/28/2020 0:00,04/24/2020 0:00,1200,13,Newton,1373,1,310,BURGLARY,0358 0329 0344 1602,0,X,X,203,OTHER BUSINESS,,,AO,Adult Other,310,,,,5500    MCKINLEY                     AV,,33.9925,-118.2608
230120204,09/12/2023 0:00,09/11/2023 0:00,2100,1,Central,142,1,310,BURGLARY,0344,28,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400 S  HILL                         ST,,34.0519,-118.2531
210309573,04/29/2021 0:00,04/28/2021 0:00,930,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0408 1814,25,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4700    AUGUST                       ST,,34.0173,-118.3505
210408916,05/22/2021 0:00,05/22/2021 0:00,2100,4,Hollenbeck,456,2,624,BATTERY - SIMPLE ASSAULT,0446 0913,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2400    HOUSTON                      ST,,34.051,-118.2044
200214777,09/06/2020 0:00,09/06/2020 0:00,2100,2,Rampart,205,2,624,BATTERY - SIMPLE ASSAULT,0444 0305 0319 0429 0345 1822,27,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,W  SUNSET                       BL,PARKMAN                      AV,34.0829,-118.2733
230408631,05/22/2023 0:00,05/22/2023 0:00,300,4,Hollenbeck,456,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100 1407 1300 0329,49,F,H,101,STREET,107,OTHER FIREARM,IC,Invest Cont,250,998,,,WINTER,FOREST,34.0481,-118.1995
231513593,08/14/2023 0:00,08/14/2023 0:00,730,15,N Hollywood,1539,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,62,F,O,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,5600    DENNY                        AV,,34.1721,-118.3649
220915852,11/07/2022 0:00,11/06/2022 0:00,150,9,Van Nuys,952,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1241 1601 0400 2000,42,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5300    KESTER                       AV,,34.1667,-118.4574
240213040,08/16/2024 0:00,08/15/2024 0:00,2215,2,Rampart,269,1,330,BURGLARY FROM VEHICLE,1300 0385 1822 1601 0344,23,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
220700762,07/19/2022 0:00,07/19/2022 0:00,400,7,Wilshire,745,1,310,BURGLARY,1609 0321 0358 1402,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,5600    WILSHIRE                     BL,,34.0624,-118.351
221516884,11/02/2022 0:00,11/02/2022 0:00,1455,15,N Hollywood,1535,2,354,THEFT OF IDENTITY,1501 1822,32,F,B,602,BANK,,,IC,Invest Cont,354,,,,11400    EMELITA                      ST,,34.1767,-118.379
231012382,08/09/2023 0:00,08/09/2023 0:00,1330,10,West Valley,1061,2,624,BATTERY - SIMPLE ASSAULT,0416 0400,0,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,19600    VENTURA                      BL,,34.1728,-118.56
221318967,10/05/2022 0:00,10/01/2022 0:00,1,13,Newton,1343,2,354,THEFT OF IDENTITY,0100,34,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1000 E  JEFFERSON                    BL,,34.0123,-118.2582
221417251,10/03/2022 0:00,10/03/2022 0:00,2045,14,Pacific,1443,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,27,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,1500    VENICE                       BL,,33.9962,-118.4483
210907666,04/03/2021 0:00,03/28/2021 0:00,2245,9,Van Nuys,991,1,330,BURGLARY FROM VEHICLE,0386 1822 1300 0344,43,F,W,104,DRIVEWAY,,,IC,Invest Cont,330,,,,4200    PARRAL                       PL,,34.1472,-118.4622
200112266,05/28/2020 0:00,05/27/2020 0:00,2000,1,Central,191,1,761,BRANDISH WEAPON,0334 1822 1259 0319,15,F,H,102,SIDEWALK,304,CLUB/BAT,IC,Invest Cont,761,,,,PICO                         BL,LA LIVE,34.0426,-118.2722
231419542,10/30/2023 0:00,10/30/2023 0:00,1400,14,Pacific,1485,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 0913 1814 0416 2000,28,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,9100 S  SEPULVEDA                    BL,,33.954,-118.3963
221913779,08/29/2022 0:00,08/28/2022 0:00,2340,19,Mission,1982,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,740,998,,,15300    PARTHENIA                    ST,,34.2301,-118.4633
222004445,01/13/2022 0:00,01/04/2022 0:00,1100,20,Olympic,2036,1,310,BURGLARY,1822 0358 0344 1602 1300,32,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,600 S  BERENDO                      ST,,34.0579,-118.2941
221312091,05/30/2022 0:00,05/30/2022 0:00,1130,13,Newton,1361,2,625,OTHER ASSAULT,1202 0416 0601 1817 0913 1309,72,M,H,217,AUTO REPAIR SHOP,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,625,,,,5000 S  BROADWAY,,33.9974,-118.2783
200808653,04/23/2020 0:00,04/03/2020 0:00,900,8,West LA,809,2,354,THEFT OF IDENTITY,1202 0100 0930 1822,73,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    SCHUYLER                     RD,,34.1004,-118.4013
211806611,02/22/2021 0:00,02/22/2021 0:00,900,18,Southeast,1846,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0432 0443,38,M,H,119,"PORCH, RESIDENTIAL",511,VERBAL THREAT,IC,Invest Cont,930,,,,1400 E  114TH                        ST,,33.9311,-118.2493
210405040,01/28/2021 0:00,01/24/2021 0:00,1530,4,Hollenbeck,473,1,330,BURGLARY FROM VEHICLE,0344 1302 0329,56,M,H,101,STREET,,,IC,Invest Cont,330,,,,WHITTIER                     BL,BOYLE,34.0358,-118.2189
241713105,09/26/2024 0:00,09/25/2024 0:00,1750,17,Devonshire,1764,2,946,OTHER MISCELLANEOUS CRIME,0344 0377 2032,51,F,H,716,THEATRE/MOVIE,,,IC,Invest Cont,946,,,,9400    SHIRLEY                      AV,,34.2408,-118.558
210408534,05/11/2021 0:00,05/11/2021 0:00,1430,4,Hollenbeck,422,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,66,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3000 N  BROADWAY,,34.0737,-118.2104
221418617,11/06/2022 0:00,11/06/2022 0:00,1640,14,Pacific,1425,2,624,BATTERY - SIMPLE ASSAULT,0416,13,F,O,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11600    PALMS                        BL,,34.0209,-118.4318
211423404,12/23/2021 0:00,12/21/2021 0:00,2200,14,Pacific,1479,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822,63,M,W,602,BANK,,,IC,Invest Cont,649,,,,8200    HANDLEY                      AV,,33.965,-118.3793
231816948,09/25/2023 0:00,09/24/2023 0:00,1600,18,Southeast,1826,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 E  100TH                        ST,,33.9461,-118.2483
241506894,02/29/2024 0:00,02/28/2024 0:00,1751,15,N Hollywood,1591,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325,53,M,W,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,12100    VENTURA                      BL,,34.1436,-118.3953
210104288,01/07/2021 0:00,12/24/2020 0:00,1300,1,Central,163,2,354,THEFT OF IDENTITY,0377,33,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 W  8TH                          ST,,34.0437,-118.2547
230904186,01/06/2023 0:00,01/06/2023 0:00,8,9,Van Nuys,969,1,310,BURGLARY,0344 1609 0358 1420 1414,47,F,A,220,NAIL SALON,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,12900    RIVERSIDE                    DR,,34.1576,-118.4138
210610427,05/30/2021 0:00,05/29/2021 0:00,2015,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,0358 0344 1300 1609 1822,28,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,1600    SCHRADER                     BL,,34.0998,-118.3325
221705499,02/11/2022 0:00,02/08/2022 0:00,800,17,Devonshire,1785,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8700    DARBY                        AV,,34.229,-118.5337
211413608,06/19/2021 0:00,06/17/2021 0:00,1216,14,Pacific,1487,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,8900 S  SEPULVEDA                    BL,,33.9554,-118.3962
231209717,04/07/2023 0:00,04/07/2023 0:00,305,12,77th Street,1209,1,510,VEHICLE - STOLEN,1300 1302 1402 1309 1822 0330,21,M,O,101,STREET,,,AO,Adult Other,510,,,,VERNON                       AV,FLOWER                       ST,34.0038,-118.2816
201604481,01/13/2020 0:00,01/10/2020 0:00,630,16,Foothill,1664,1,310,BURGLARY,0397 0344,49,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11800    SHELDON                      ST,,34.2422,-118.3898
222018954,10/05/2022 0:00,10/01/2022 0:00,1150,20,Olympic,2023,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0394,29,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,400 S  KINGSLEY                     DR,,34.0672,-118.3028
200716030,11/16/2020 0:00,11/11/2020 0:00,1300,7,Wilshire,701,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,27,F,F,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,600 N  HAYWORTH                     AV,,34.0816,-118.3627
200119694,10/19/2020 0:00,10/19/2020 0:00,845,1,Central,111,2,888,TRESPASSING,2004,0,X,X,301,GAS STATION,,,IC,Invest Cont,888,,,,900 N  HILL                         ST,,34.0644,-118.2387
210308020,03/26/2021 0:00,03/26/2021 0:00,1147,3,Southwest,399,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0104 0325 0378 0202 0209 0201,20,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,4300 S  FIGUEROA                     ST,,34.0075,-118.2819
211216439,07/25/2021 0:00,07/24/2021 0:00,900,12,77th Street,1259,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 E  77TH                         ST,,33.9694,-118.263
221005765,02/16/2022 0:00,02/16/2022 0:00,1100,10,West Valley,1018,2,888,TRESPASSING,0913 2004 0561 1206 1414,21,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,,,,16000    LEADWELL                     ST,,34.2039,-118.4815
231706413,02/25/2023 0:00,02/24/2023 0:00,1740,17,Devonshire,1745,1,330,BURGLARY FROM VEHICLE,0344,22,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,17100    CHATSWORTH                   ST,,34.2648,-118.5055
230308290,03/24/2023 0:00,03/24/2023 0:00,1855,3,Southwest,356,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 2032 0913 1817,47,M,B,406,OTHER STORE,,,IC,Invest Cont,341,,,,3500 S  NORMANDIE                    AV,,34.0219,-118.3045
221515314,09/24/2022 0:00,09/24/2022 0:00,1430,15,N Hollywood,1504,2,624,BATTERY - SIMPLE ASSAULT,2000 0444 0429,40,F,H,116,OTHER/OUTSIDE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,12000    RUNNYMEDE                    ST,,34.2058,-118.3943
210119894,11/04/2021 0:00,11/03/2021 0:00,1954,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 0352 1307 1609 0321,26,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,1100 S  HOPE                         ST,,34.0414,-118.2638
211608889,06/20/2021 0:00,06/20/2021 0:00,957,16,Foothill,1656,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44,M,O,707,GARAGE/CARPORT,,,AA,Adult Arrest,440,,,,8100    MCGROARTY                    ST,,34.2524,-118.31
222014883,09/11/2022 0:00,09/08/2022 0:00,930,20,Olympic,2083,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0444 0429 2000 1814 0913,21,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1600 S  OXFORD                       AV,,34.0436,-118.3077
221817586,09/18/2022 0:00,09/18/2022 0:00,200,18,Southeast,1824,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1259 1251 0444 0429 0913 1300,17,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,700 E  COLDEN                       AV,,33.9493,-118.263
232008890,04/28/2023 0:00,04/28/2023 0:00,1050,20,Olympic,2039,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1309 1822 0342 0344,23,M,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,2900 W  7TH                          ST,,34.0598,-118.2868
210617910,10/24/2021 0:00,10/24/2021 0:00,400,6,Hollywood,644,1,210,ROBBERY,1309 1822 0342 1300 1310 0334 0344 0352 0377 0340,28,M,W,301,GAS STATION,102,HAND GUN,IC,Invest Cont,210,,,,7100 W  SUNSET                       BL,,34.098,-118.3447
221820055,11/02/2022 0:00,11/02/2022 0:00,659,18,Southeast,1837,2,354,THEFT OF IDENTITY,0100 1822 0922,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 E  105TH                        ST,,33.9407,-118.2407
201420107,11/10/2020 0:00,11/10/2020 0:00,1540,14,Pacific,1431,2,888,TRESPASSING,1501,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,500    GRAND                        BL,,33.9883,-118.4673
231117068,12/20/2023 0:00,12/18/2023 0:00,1800,11,Northeast,1129,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 N  AVENUE 66,,34.1147,-118.179
220305691,02/07/2022 0:00,02/02/2022 0:00,101,3,Southwest,362,2,354,THEFT OF IDENTITY,1822 0100 0922,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4700    RODEO                        LN,,34.021,-118.3486
222012181,07/12/2022 0:00,07/11/2022 0:00,1830,20,Olympic,2019,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 S  BIMINI                       PL,,34.0731,-118.2905
231114555,10/16/2023 0:00,09/12/2023 0:00,1410,11,Northeast,1181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,38,F,H,222,LAUNDROMAT,,,IC,Invest Cont,440,,,,2600 W  SUNSET                       BL,,34.0808,-118.2655
211222511,10/31/2021 0:00,10/31/2021 0:00,200,12,77th Street,1253,1,210,ROBBERY,1309 1313 1822 0209 0334 0445 0344 0352 0411,46,M,B,102,SIDEWALK,304,CLUB/BAT,IC,Invest Cont,210,,,,WESTERN                      AV,77TH                         ST,33.97,-118.309
230505177,02/01/2023 0:00,01/26/2023 0:00,1405,5,Harbor,566,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,50,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,W  7TH                          ST,S  PACIFIC                      AV,33.7379,-118.2879
